Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
guest houses,hotel nilketha villa,"no:139,old mihintale road,anuradhapura",15,a,anuradhapura,anuradhapura east,80.411506,8.354155,anuradhapura
guest houses,richmond guest house,"no:5/1/1,bandaranayaka mawatha,rathnapura",5,a,ratnapura,mawanella divisional secretariat,nan,nan,ratnapura
guest houses,big john guest house,"no. 47, albert place, dehiwala,",17,a,colombo,dehiwala divisional secretariat,79.860757,6.858268,dehiwala-mount lavinia
guest houses,concord guest house,"no. 141, galle road, dehiwala",30,a,colombo,dehiwala divisional secretariat,79.865687,6.855363,dehiwala-mount lavinia
guest houses,hotel elephant bay,"pinnawala, rambukkana",20,a,kegalle,rambukkana divisional secretariat,80.38509,nan,rambukkana pradeshiya sabha
guest houses,horizon tour inn,"no. 204/8, ganemulla road, batagama north,weligampitiya, ja-ela",10,a,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,sea view hotel & guest house,"10th mile post, gopalapuram, nilavali, trinkomalee",11,a,trincomalee,kuchchaveli divisional secretariat,79.915124,6.688123,trincomalee
guest houses,pollan hotel and guest house,"no. 201, anuradhapura road, thambuttegama",20,a,anuradhapura,anuradhapura east,nan,nan,talawa pradeshiya sabha
guest houses,river view watsala inn,"adamspeak, delhouse, maskeliya",31,b,nuwara eliya,nuwara eliya divisional secretariat,80.526538,6.827108,ambagamuwa pradeshiya sabha
guest houses,sign of life resort,"aturuwella, induruwa",9,b,galle,benthota divisional secretariat,80.009084,6.377266,bentota pradeshiya sabha
guest houses,dream restaurant & guest house,"no. 453, matara road, deawata, katugoda, galle",16,b,galle,galle divisional secretariat,nan,nan,galle
guest houses,kandyan arts residency,"no: 839, peradeniya road, kandy",13,a,kandy,gagawata,80.615529,7.276996,kandy
guest houses,rasilka hotel,"no. 435, galle road, wadduwa",12,b,kalutara,panadura divisional secretariat,nan,nan,panadura pradeshiya sabha
guest houses,samarathunga city inn,"matara road, kamburupitiya",11,b,matara,kamburupitiya divisional secretariat,nan,nan,matara
guest houses,k.g.a.ariyawan rest,"k.p.66, 1st avanue, nawagampura,ampara.",31,a,ampara,ampara divisional secretariat,81.69295,7.294888,ampara
guest houses,nethmina guest house,"82\35,udara mawatha,akuressa",7,b,matara,akuressa divisional secretariat,nan,nan,akuressa pradeshiya sabha
guest houses,happy guest house,"no:190/4,new road,hunupitiya,wattala",35,a,gampaha,kelaniya divisional secretariat,nan,nan,kelaniya pradeshiya sabha
guest houses,gampaha village inn,"no.63/28 a, weera keppetipola mawatha, bandarawatta estate, gampaha.",14,a,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,kethumathiya guest house,"1st mile post, bemmulla, yakkala.",12,c,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,liyanka guest house,"no:110/1,sri devananda road,piliyandala.",6,b,colombo,kesbewa divisional secretariat,79.918339,6.803928,kesbewa
guest houses,sinleka rest,"no.573,moragahahena road, pitipana south, homagama.",5,c,colombo,homagama divisional secretariat,nan,nan,homagama pradeshiya sabha
guest houses,dinara guest house,"269,galle road,massala,beruwala",7,b,kalutara,beruwala divisional secretariat,nan,nan,beruwala pradeshiya sabha
guest houses,asiri rest house,"242,wijenayake mawatha,eheliyagoda.",5,a,ratnapura,eheliyagoda divisional secretariat,79.95363,6.596046,eheliyagoda pradeshiya sabha
guest houses,araliya hotel,"galle road, kaluwamodara, aluthgama.",20,a,kalutara,aluthgama,nan,nan,aluthgama
guest houses,blue rakers guest and restuarant,"no.103,doctor n.m perera mawatha,borella,colombo 08.",5,b,colombo,thimbirigasyaya divisional secretariat,nan,nan,colombo
guest houses,bastian hotel,"37/11,kandy road,jaffna",13,a,jaffna,jaffna divisional secretariat,80.025745,9.659292,jaffna
guest houses,lavendish beach resort,"ganahena,unawatuna,galle",15,a,galle,habaraduwa divisional secretariat,80.252783,6.007163,habaraduwa
guest houses,bopath falls restaurant,"keeragala, kuruwita.",6,a,ratnapura,kuruvita divisional secretariat,nan,nan,kuruwita pradeshiya sabha
guest houses,bright bravo hotel,"3rd floor,municipal shopping complex,kurunegala",12,a,kurunegala,kurunegala divisional secretariat,80.36472,7.487292,kurunegala
guest houses,beach view tourist guest house,"57,poruthota rd,ethukala,negombo",15,b,gampaha,negombo divisional secretariat,79.840878,7.227449,negombo
guest houses,beeridewala estate bungalow,"deevilla rd,aluvihara,matale",5,a,matale,matale divisional secretariat,nan,nan,matale
guest houses,badulla new tourist inn,"122, mahiyangana road, badulla.",10,b,badulla,badulla divisional secretariat,nan,nan,badulla
guest houses,centauria hill resort,"305/2, colombo road, weralupa, rathnapura.",14,a,ratnapura,ratnapura divisional secretariat,80.390439,6.697089,ratnapura
guest houses,chandima guest house.,"main street, elpitiya.",5,b,galle,elpitiya divisional secretariat,nan,nan,galle
guest houses,crystal villas,"galle - matara road, pelena, weligama.",6,a,matara,weligama divisional secretariat,80.429656,5.975737,weligama pradeshiya sabha
guest houses,new chamara rest,"7/5,karauketiya road,balangoda.",11,b,ratnapura,balangoda divisional secretariat,80.699252,6.646762,balangoda
guest houses,ceybank rest - anuradhapura,"jayanthi mawatha, anuradhapura.",20,a,anuradhapura,anuradhapura east,80.4077,8.340685,anuradhapura
guest houses,jagath cabana inn,"50, acre block, halwathura estate, ingiriya.",8,b,kalutara,bulathsinhala divisional secretariat,nan,nan,bulathsinhala pradeshiya sabha
guest houses,jkab park hotel,"no.93, love lane, nilaveli road, trincomalee.",13,a,trincomalee,trincomalee divisional secretariat,81.216748,8.593913,trincomalee
guest houses,deshaka gateway hotel,"37/1, negombo road, giriulla.",5,b,kurunegala,pannala divisional secretariat,nan,nan,pannala pradeshiya sabha
guest houses,dee ella tourist inn,"helagala, danowita, warakapola.",8,b,gampaha,mirigama divisional secretariat,nan,nan,gampaha
guest houses,dephani beach guest house & restaurant,"189/15,lewis place,negombo",12,b,gampaha,negombo divisional secretariat,79.839924,7.22777,negombo
guest houses,dalmanuta,"21, meegama, road, warapitiya, dhargatown.",9,a,kalutara,beruwala divisional secretariat,80.022022,6.434796,beruwala pradeshiya sabha
guest houses,dhanawwa tourist resort,"no:46,colombo road,malpitiya,boyagane",5,a,kurunegala,kurunegala divisional secretariat,80.341247,7.443756,kurunegala
guest houses,deutsch lanka hotel & restaurant,"godagama, thelwatta",10,b,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
guest houses,flower villa guest house,"223, kaduruduwa road, gorakana, panadura.",5,b,kalutara,panadura divisional secretariat,nan,nan,panadura pradeshiya sabha
guest houses,flamingos bundala safari guest house,"wellawaya road, weerawila, thissamaharamaya.",8,b,hambantota,thissamaharama divisional secretariat,nan,nan,thissamaharama
guest houses,eagle nest holiday inn,"no.159, lower street, badulla.",10,b,badulla,badulla divisional secretariat,nan,nan,badulla
guest houses,galkiriyagama village,"no.23, new, town, galkiriyagama.",5,b,anuradhapura,anuradhapura east,nan,nan,palagala pradeshiya sabha
guest houses,ganga garden,"126/27, galle road, kaluwamodara, aluthgama.",5,b,kalutara,beruwala divisional secretariat,79.99412,6.437746,aluthgama
guest houses,gayan guest house,"elakaka road, kanahentota, haburugala.",5,b,galle,benthota divisional secretariat,80.798941,6.031898,bentota pradeshiya sabha
guest houses,grand star chinese restaurant,"no.105, gala junction, kiibathgoda, kelaniya",6,b,gampaha,kelaniya divisional secretariat,nan,nan,kelaniya pradeshiya sabha
guest houses,gurulupotha rest house,"gurulupotha, hasalaka.",4,a,kandy,minipe divisional secretariat,nan,nan,kandy
guest houses,grand music and cuisine,"no.102, reid avenue, colombo 07.",7,a,colombo,thimbirigasyaya divisional secretariat,nan,nan,colombo
guest houses,green woods holiday inn,"no.301, bandarawela road, badulla.",14,b,badulla,badulla divisional secretariat,81.055286,6.990582,badulla
guest houses,gamunu rest inn,"412, colombo road, seeduwa.",5,b,gampaha,katana divisional secretariat,nan,nan,katana pradeshiya sabha
guest houses,gajamadara walauwa,"75, kurunegala road, polgahawela.",8,a,kurunegala,polgahawela divisional secretariat,80.30267,7.340999,polgahawela pradeshiya sabha
guest houses,governors chalets,"badulla, road, nuwaraeliya.",6,a,nuwara eliya,nuwara eliya divisional secretariat,80.777807,6.956578,nuwara eliya
guest houses,gampaha holiday inn,"no:143,mathammana,minuwangoda",14,c,gampaha,minuwangoda divisional secretariat,nan,nan,minuwangoda pradeshiya sabha
guest houses,hotel silanmo,"bandaramulla,mirissa",15,a,matara,weligama divisional secretariat,80.461384,5.944065,weligama
guest houses,happy kent hotel,"mahasenpura,kataragama rd,tissamaharama",19,b,hambantota,hambantota divisional secretariat,81.29623,6.292301,hambantota
guest houses,hotel orchid inn,"no.571/6, galle road, colombo 06.",20,b,colombo,colombo divisional secretariat,79.86393,6.865113,colombo
guest houses,hotel garden beach,"643/19, thalgahapitya road, kosgoda.",10,a,galle,balapitiya divisional secretariat,nan,nan,galle
guest houses,hotel atlantic,"237,galle road,colombo 4",16,b,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,hotel oshin,"no.621, kandy road,andankulama, trincomalee.",8,a,trincomalee,trincomalee divisional secretariat,81.194631,8.588839,trincomalee
guest houses,hotel champis,"kegalle road,hiriwadunna",8,a,kegalle,rambukkana divisional secretariat,nan,nan,rambukkana pradeshiya sabha
guest houses,hasara guest house,"no.01, wekunugoda road, galle.",20,a,galle,galle divisional secretariat,80.206286,6.04959,galle
guest houses,hotel tissa,"kachcheriyagama, thissamaharamaya.",8,b,hambantota,thissamaharama divisional secretariat,nan,nan,thissamaharama
guest houses,hanguranketha rest house,"rest house, hanguranketha.",4,b,nuwara eliya,hanguranketha divisional secretariat,nan,nan,nuwara eliya
guest houses,hotel lagone,"05, hatharaliyedda road, pottapitiya, manikdiwela.",11,a,kandy,yatinuwara divisional secretariat,nan,nan,kandy
guest houses,hotel dekatana village,"no.126, malwana road, dekatana.",10,b,gampaha,dompe divisional secretariat,nan,nan,dompe pradeshiya sabha
guest houses,hotel mapura,"61,colombo road,kiribathkumbura",6,a,kandy,kandy divisional secretariat,80.574673,7.267232,kandy
guest houses,hotel dambadeniya,"aturuwala, dambadeniya.",5,a,kurunegala,narammala divisional secretariat,nan,nan,kurunegala
guest houses,hotel panchi villa,"kuruwatta, warahena, bentota.",8,a,galle,benthota divisional secretariat,80.005938,6.400549,bentota pradeshiya sabha
guest houses,hotel silver sands,"229,lewis place,negombo",15,b,gampaha,negombo divisional secretariat,79.840374,7.228771,negombo
guest houses,iley garden restaurant,"no.14, station road, bambalapitiya.",6,b,colombo,thimbirigasyaya divisional secretariat,nan,nan,colombo
guest houses,kalla bongo lake resort,"22/8k feild view, baddegama road, nalagasdeniya, hikkaduwa.",15,a,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
guest houses,kandy holiday home,"51/30, bangalawatta, lewella, kandy.",10,a,kandy,kandy divisional secretariat,80.653874,7.297828,kandy
guest houses,innamaluwa inn,"sigiriya rd,innamaluwa",10,b,matale,dambulla divisional secretariat,80.693661,7.927465,dambulla pradeshiya sabha
guest houses,kalu s hideaway,"walawegama, udawalawa.",7,a,moneragala,moneragala divisional secretariat,nan,nan,embilipitiya
guest houses,kottawatta village inn,"thimbolketiya, kolambageara.",6,b,ratnapura,embilipitiya divisional secretariat,80.80106,6.406341,embilipitiya
guest houses,ketethenna tour inn,"635,rathnapura road, ketethenna, kahawatta.",9,b,ratnapura,ratnapura divisional secretariat,nan,nan,ratnapura
guest houses,kusum nadiya,"negombo road, kurunegala.",10,b,kurunegala,kurunegala divisional secretariat,80.335617,7.476941,kurunegala
guest houses,rasara guest house,"no:251,pothuwil road,monaragala",8,b,moneragala,moneragala divisional secretariat,nan,nan,hambantota
guest houses,lake view garden hotel,"kandy road,matale junction, kurundankulama, anuradhapura.",6,b,anuradhapura,anuradhapura east,80.444118,8.347579,anuradhapura
guest houses,hotel lion inn,"bindunuwewa, bandarawela.",19,a,badulla,bandarawela divisional secretariat,81.003221,6.837185,bandarawela pradeshiya sabha
guest houses,isuru guest house,"no:27,akurassa road,kamburupitiya",6,b,matara,matara divisional secretariat,nan,nan,matara
guest houses,lagoon paradise beach resort,"morakoliya,tangalle",13,a,hambantota,tangalle divisional secretariat,nan,nan,hambantota
guest houses,london guest house,"rest house road, kalmunai.",7,b,ampara,kalmunai divisional secretariat,nan,nan,kalmunai
guest houses,lake view inn,"06, lioyds avenue, batticaloa.",9,b,batticaloa,manmunai north divisional secretariat,81.697994,7.715671,batticaloa
guest houses,lily restaurent and inn,"123/12,de abrew road,kalutara north,kalutara",5,a,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
guest houses,lunugala rest house,"rest house, lunugala.",3,b,badulla,lunugala divisional secretariat,81.201067,7.038551,badulla
guest houses,lucky tourist inn,"ulpothayaya,naranwala,galagedara",5,a,kandy,thumpane divisional secretariat,nan,nan,thumpane pradeshiya sabha
guest houses,larkhchein guest,"92/10,youwn mawatha,kanthale",8,b,trincomalee,trincomalee divisional secretariat,nan,nan,trincomalee
guest houses,mount gap hotel,"no.609/1, pelmadulla road, thiriwanaketiya, ketendola, rathnapura.",7,c,ratnapura,ratnapura divisional secretariat,nan,nan,ratnapura
guest houses,millenium park inn & restaurant,"1594, kaduwela road, athurugiriya.",5,b,colombo,kaduwela divisional secretariat,nan,nan,kaduwela pradeshiya sabha
guest houses,mahaweli view residence,"184/2 madawala road, katugastota.",6,b,kandy,ganga pahala korale divisional secretariat,nan,nan,kandy
guest houses,mangala guest house,"14, rosita estate, dambulla road, thorayaya, kiriwawla.",6,b,kurunegala,mallawapitiya divisional secretariat,nan,nan,kurunegala
guest houses,midland guest house,"no.930/1, saw mill junction, kaduruwela, polonnaruwa.",8,a,polonnaruwa,thamankaduwa divisional secretariat,nan,nan,polonnaruwa
guest houses,warahena beach hotel,"galle road,warahena,bentota.",6,b,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
guest houses,new meewellawa rest,"577/1, 1st lane nikaweratiya.",5,b,kurunegala,nikaweratiya divisional secretariat,nan,nan,nikaweratiya pradeshiya sabha
guest houses,mayura beach resort,"no.33a, beach road, matara.",16,b,matara,matara divisional secretariat,80.553861,5.942909,matara
guest houses,miyurasa hotel,"1613, avissawella road, ranala.",10,a,colombo,kaduwela divisional secretariat,nan,nan,kaduwela pradeshiya sabha
guest houses,milano tourist rest,"596/40, stage 01, anuradhapura.",8,a,anuradhapura,anuradhapura east,80.417125,8.325037,anuradhapura
guest houses,modern semi luxury tourist hotel,"no.361, new road, dalugama, kelaniya.",48,b,gampaha,kelaniya divisional secretariat,nan,nan,kelaniya pradeshiya sabha
guest houses,memento tourist guest house,"no.24, vijaya road, gampaha.",9,b,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,mamas coral beach,"no:338,galle road,hikkaduwa",9,b,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
guest houses,hotel ranketha,"no:160,batticaloa road,polonnaruwa",11,b,polonnaruwa,thamankaduwa divisional secretariat,nan,nan,polonnaruwa
guest houses,old bridge inn,"no.84, colombo road, alawwa.",7,b,kegalle,warakapola divisional secretariat,nan,nan,alawwa pradeshiya sabha
guest houses,nimali holiday inn,"ambawatta,ella road,wellawaya",10,b,moneragala,wellawaya divisional secretariat,nan,nan,nan
guest houses,na - mala holiday resort,"kurunegala road, dmbulla.",6,a,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
guest houses,new viweka inn,"no.180, nuwaraeliya road, welimada.",5,b,badulla,welimada divisional secretariat,nan,nan,welimada pradeshiya sabha
